dataset,location,model_type,model_label,lead_minutes,threshold_m,seed_count,csi_mean,csi_std,pod_mean,pod_std,far_mean,far_std,persistence_csi_mean,persistence_csi_std,persistence_pod_mean,persistence_pod_std,persistence_far_mean,persistence_far_std
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,15,0.05,3,0.9026723654458992,0.014709024049321534,0.9326231048033767,0.01649900674306202,0.03431206937234015,0.00231272518803399,0.8988080533718525,0.01299054895115353,0.9382314152923341,0.018656116979327276,0.04446632973511973,0.0046655304961306125
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,15,0.1,3,0.8996939498743844,0.010949590538698194,0.9292498367136837,0.013094464732165223,0.03409686453325686,0.001621656544304045,0.8910489737328449,0.007635985865163835,0.9352011291520609,0.015749068127935372,0.05004297546086828,0.008486136766189287
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,15,0.2,3,0.9008133407628799,0.010265149021624885,0.9259430003119842,0.011941728361443723,0.029212008649091414,0.0012172346190310944,0.8914963979622437,0.007648072317108579,0.9328050455364244,0.014758762874094802,0.04710393978244537,0.007042003245151449
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,15,0.3,3,0.8942544330370759,0.010468423778269632,0.9171375285385888,0.012504265097945357,0.027094213962501695,0.0017492756210011962,0.8824659430904304,0.008873062421308732,0.925308772628251,0.01566042373140548,0.04963598231340402,0.006294232870259481
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,30,0.05,3,0.8311825385637891,0.01720489122988817,0.8800806448086138,0.01951175551708418,0.06260737401519381,0.0038416747272176097,0.8246542905449319,0.014093225894942255,0.8921958943913861,0.024015990161213373,0.08362546912401,0.00798244832568908
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,30,0.1,3,0.8222785478875189,0.013202013910090977,0.872735282813302,0.01924431292198036,0.06544856679114726,0.005501659433888774,0.8077854600845383,0.008348608492956001,0.885115265441209,0.024378382017152908,0.09670919587792483,0.0165174383449766
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,30,0.2,3,0.8248223027088684,0.014245405527525058,0.867074689955058,0.01891417509336193,0.05560494816131246,0.0037023881207671333,0.8084259543325252,0.009997935900498078,0.8803191548716337,0.0237425149208628,0.09104687228122994,0.012934303058993757
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,30,0.3,3,0.8094051040931125,0.01343506341818285,0.8481006903996824,0.019671436891196714,0.05306456928406727,0.0060067569733193915,0.7891071369545001,0.009270007067902902,0.8650009386798303,0.02507223525947774,0.09917470447678915,0.015017814560467186
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,60,0.05,3,0.7223033245745837,0.0065992905109916915,0.7930172581934234,0.009398854304882652,0.10963601733796965,0.013507686600207531,0.7137380044480626,0.003409325544883671,0.8208482484001992,0.016537073395817208,0.15401972304392347,0.013437849459802198
urbanflood24,location1,convlstm_attention,Conv-LSTM + Attention,60,0.1,3,0.7090915936739973,0.0066468490652796955,0.7794052290351123,0.010440284859443752,0.11259948526384081,0.012877372448219135,0.6874131811323637,0.0025278240819442627,0.8060032611551998,0.018695600270774552,0.17520965299454483,0.02324581072609051
